106000984005094700003800000002060540000750091009000000407600029200907600091082470,176235984825194736943876152712369548364758291589421367457613829238947615691582473
003400216804026003020301584905702038038965107201003695080054300102037849006200001,593478216814526973627391584965712438438965127271843695789154362152637849346289751
251900030800510000740002005407090180006804070508021006095000300000000050370050460,251946837863517294749382615427695183916834572538721946695478321184263759372159468
000001000000200098073004605328405000000060007704000302186000904457918006932006080,849651723615237498273894615328475169591362847764189352186523974457918236932746581
103860047027930018006100203000023950060007802032400100000308005300000000205790300,193862547427935618856174293781623954964517832532489176619348725378251469245796381
500023910029501000340009062010030207685000109000018000000307600438050000050000803,567423918829561374341879562914635287685742139273918456192387645438256791756194823
600028090581930007039140850317809264905470003008603005790260018006090702040785039,674528391581936427239147856317859264965472183428613975793264518856391742142785639
182537009795200080430091702300060500000052100520783006050618000804905200960300810,182537649795246381436891752348169527679452138521783496253618974814975263967324815
016397584938254167450681932071042350805070426300068701004035600580700243700429805,216397584938254167457681932671942358895173426342568791124835679589716243763429815
080010000975300180032000965200000000560403000000001542016040307000000010007008620,684915273975362184132874965241597836568423791793681542816249357329756418457138629
582006009960280045040001062490070013076100904035490000000000020029000400000320590,582746139961283745743951862498675213276138954135492678654819327329567481817324596
300074690060019700907000080021080069670291000500000000254108907000907046700000802,312874695865319724947652183421785369673291458589436271254168937138927546796543812
030008760004507803078100940025600090006050400003082576401070230800020600302060007,539248761614597823278136945725614398986753412143982576461875239897321654352469187
600310900700060000000000140328100005050230401000075300000700000804620010106009034,645318972719462853283957146328194765957236481461875329532741698894623517176589234
509081047840700500760425008958040600000800019004379000006517032090030080200068050,539681247842793561761425398958142673327856419614379825486517932195234786273968154
600070009042000000070098205007000591008206430004907602030045020401680753006700010,685372149942561378173498265267834591598216437314957682739145826421689753856723914
104000020200980500030400601003708012005210000010000970027090103000624059000130206,194563827276981534538472691963758412745219368812346975627895143381624759459137286
080005102134268000920174306601402930200380401340001075403720859000500700590013620,786935142134268597925174386671452938259387461348691275413726859862549713597813624
000020703630400018040080069000000300060090800007005000074010000005049620206000004,581926743639457218742183569958264371463791852127835496374612985815349627296578134
000000005009100087048375020001002006003910578000540100005060004204750003107000209,712698345359124687648375921571832496423916578986547132835269714294751863167483259
082090700305000000060400000040006208521080097030900410054010000200000004803600100,482593761395761842167428953749156238521384697638972415954217386216839574873645129
030791804000600039859030670004026385592403000603507040020840090900000408708109003,236791854417658239859234671174926385592483167683517942321845796965372418748169523
001652000542000030006413250028000900050001780009208645403820560067095020090104070,371652894542789136986413257728546913654931782139278645413827569867395421295164378
308001460400000000270000010900080000001705040003190820730050600080600900004839205,398571462415326798276948513947283156821765349653194827739452681582617934164839275
040500901500096304196307020275980006008210007400063005000809743934001002007000619,743528961582196374196347528275984136368215497419763285621859743934671852857432619
000806031600570804000000720006408305050700060000002040300965017409007000765300009,947826531621573894538194726296418375854739162173652948382965417419287653765341289
000020090000730408781090063910683000806000319002900000030002980600040002000079605,543826791269731458781495263914683527876254319352917846137562984695348172428179635
007250034500310870306400512890700000761900483000600700600049051000002068020503940,917258634542316879386497512895734126761925483234681795673849251459172368128563947
009006308200908504001700092040361000092045031100000080700039025908572040305184907,579426318236918574481753692847361259692845731153297486714639825968572143325184967
008720045047000630006001700000300001012900357073600800020003410801204003730000900,398726145147589632256431789489357261612948357573612894925873416861294573734165928
530800010009364008084002069003970620862430701070216840090021456051003900647080100,536897214129364578784152369413978625862435791975216843398721456251643987647589132
000002004000804700050306020163098000400000010507000009008000000000287006046531970,871952364632814795954376821163498257489725613527163489718649532395287146246531978
504086001769002004820000076475008603983461527000375940048519762090600005052847109,534786291769132854821954376475298613983461527216375948348519762197623485652847139
068070104720041005504980706000406270602100958075090463406020000007800630230000840,368572194729641385514983726893456271642137958175298463486329517957814632231765849
080020000726800040395004000903060710007000204210475960009100402800590170000043508,481327659726859341395614827943268715657931284218475963579186432834592176162743598
000000108020001030100784209090800403687040010342079050050900001709510320018430500,976253148824691735135784269591862473687345912342179856453927681769518324218436597
004072109010040526269003004051409802400010605690000403835000901940830050000090048,584672139713948526269153784351469872428317695697285413835724961946831257172596348
163900800004507130000380462700030008850009020002058790000070000400000600310896045,163924857284567139975381462749632518851749326632158794526473981498215673317896245
900567100200308000106000700002040006015700000064080300670831000000000007023070680,948567123257318469136294758892143576315726894764985312679831245481652937523479681
800750002070200004500040080615000728028170040047080600039807400086915200051000896,864751932173298564592643187615439728928176345347582619239867451486915273751324896
048000020002809500050100008720000000905047301006000092000078039000500100090603000,148756923672839514359124678723961485985247361416385792561478239837592146294613857
820090016501070920760100350100904600006257000375060049098500000010708000000600403,824395716531476928769182354182934675946257831375861249498523167613748592257619483
600804100004010308010790400000450203500063010400107009700241030009300000000000701,695834127274516398813792456961458273527963814438127569786241935149375682352689741
683472100045601728172500046259163487704200031831700560008327610307800050426015870,683472195945631728172589346259163487764258931831794562598327614317846259426915873
105400000060001002340500817030007209701009450506043100610700304074010000850004700,185472936967831542342596817438157269721689453596243178619725384274318695853964721
608020407453870002001400008579000081206059000004780090060200809032040000040905020,698523417453871962721496358579364281286159734314782596165237849932648175847915623
500480271001590080002700540060804010000000023300209054003075400050001730790320000,539486271471592386682713549265834917948157623317269854123675498856941732794328165
701450683803270015609010000508000090092187060074060300985721430007098052200534870,721459683843276915659813247568342791392187564174965328985721436437698152216534879
900003700700290080000007120000618500008032906625079801010005200040020300203080090,982163754751294683436857129394618572178532946625479831819345267547926318263781495
000832096003009085807465012005300608006000504000506000309054000000600803050780009,514832796263179485897465312945317628136928574728546931389254167472691853651783249
350401080600507140074092050913704068020056401500008073000205619001643020065000734,352461987689537142174892356913724568827356491546918273438275619791643825265189734
080000005000005603504008000400000067060501430900034000820006300040850200753000800,386127945172945683594368712435289167268571439917634528821796354649853271753412896
900001080003480059786930021500008000000070035070302906800500364045000100610803090,954721683123486759786935421531698247269174835478352916892517364345269178617843592
300040009605098213001530007792000060004000030100004092509060300400020801000053076,327146589645798213981532647792315468864279135153684792579861324436927851218453976
200400700000000085079153046050018607380002950062045000030720008500800000020560371,215486739643297185879153246954318627381672954762945813136724598597831462428569371
098720000001900068065180420004000000910537842000401530609074000027609080500802600,498726153231945768765183429354268971916537842872491536689374215127659384543812697
094800000530690004082000300160059000905000841040080009000008000050963020816000905,694837512531692784782145396168459273975326841243781659329518467457963128816274935
081300759002005043305010082510032896200780530000091204460270910050600007700053060,681324759972865143345917682517432896294786531836591274463278915158649327729153468
000589376865130092307240051600900007231005000709400180970300008003790000040001039,412589376865137492397246851684913527231875964759462183976354218123798645548621739
046510290700000104002496030237980000000000070960304825073259406698143702524068009,346517298759832164812496537237985641485621973961374825173259486698143752524768319
682500704140760085007008960408205630000047200020601090004800070000120009830900006,682539714149762385357418962478295631916347258523681497294856173765123849831974526
507030024419000007308700000092007643000203518003860209000085402945372800006400735,567938124419526387328741956892157643674293518153864279731685492945372861286419735
600139574510000368370680009406300052700096001192000637000004023207060045840520796,628139574519742368374685219486317952753296481192458637965874123237961845841523796
078632100004050000390084000041005003603001087905320401137246050460578000852013600,578632149214759836396184725741865293623491587985327461137246958469578312852913674
120406508049038021300200000000904000715083009490005863070009004001000007980100000,127496538649538721358271496836924175715683249492715863273859614561342987984167352
258007010009030000036214058900300200070401603000600590103720805007100409600003000,258967314419538726736214958961385247572491683384672591143729865827156439695843172
006000901718609354000841000025000009003007000807090540070086415600510090580000000,246735981718629354359841276125468739493257168867193542972386415634512897581974623
400075000013020700060100540000060050000030670089017004070001095000608207050090036,428975163513426789967183542732864951145239678689517324276341895394658217851792436
156090003000765401940023008800600900000038502003000000520010007061000309700049000,156894273382765491947123658815672934674938512293451786529316847461587329738249165
205060378318007000047030901700306180430000020851000030000000090903705810580103260,295461378318957642647832951729346185436518729851279436172684593963725814584193267
217080309004130060536000000090800000000000120002405008051048007009000856760002013,217586349984137562536294781195823674843769125672415938351648297429371856768952413
300000600067930245025060310070089100038000570519020060000814026000007000480390051,341275698867931245925468317674589132238146579519723864753814926192657483486392751
090130060080590273003786509054008000100000050809057042010000705940000000005861030,597132468681594273423786519754218396162943857839657142316429785948375621275861934
810006700620003519003007000452739186086500090091628007078315260000802000000000870,819256743627483519543197628452739186786541392391628457978315264164872935235964871
105000009000176000467090103246001375003600004790543200018269400030018652602350000,185432769329176548467895123246981375853627914791543286518269437934718652672354891
251409006307050000000637501046700850005006034008500769070360015500024007680100243,251489376367251498894637521946713852725896134138542769472368915513924687689175243
000002810210037609600100703003560080020900056406003000060020000302410590140395067,937642815215837649684159723793561482821974356456283971569728134372416598148395267
007032100190806750046701030038000000702100000001000000000093240010004076600510389,587932164193846752246751938938425617752168493461379825875693241319284576624517389
204809010000000620060054039000030200005000080410780000950600408700090002620040300,234869517589371624167254839876935241395412786412786953951623478743598162628147395
701068234346170509058030007962040315074650900000091006400726803030910042625084701,791568234346172589258439167962847315174653928583291476419726853837915642625384791
080000752020090108070218034910754320053600000007000500802005617500401200730062495,189346752324597168675218934918754326453629871267183549842935617596471283731862495
421005006007409200053200010034908000100052080009007005602090000700620001015004092,421835976867419253953276814534968127176352489289147365642591738798623541315784692
051204069800500000300100802010020003035410726600000091009000010204070030183952007,751284369892563174346197852417629583935418726628735491579346218264871935183952647
600813400000005800100000375406300007050627130037401508000000600000070941509006700,675813429392745816184269375416358297958627134237491568721984653863572941549136782
502008104348160700710020030100080400239001086004000200823047010400890000005012048,592738164348169752716524839157286493239471586684953271823647915461895327975312648
321080500600005248004700000410500000203460905080010700100309400000000071730000860,321684597697135248854792136419527683273468915586913724168379452942856371735241869
035060000486003270002480010050304000319000060048050097070009052000047936063020708,135762489486913275792485613657394821319278564248156397874639152521847936963521748
200010804083960200054070900000036700400100009006700410640095120010300000098001000,269513874783964251154278936921436785475182369836759412647895123512347698398621547
603008945972054310845100020069000080001000500480915260000500000000709432028040109,613278945972654318845193627569432781231867594487915263394521876156789432728346159
450300879000945120030070504310007295960052038000090010700000380021000647000026050,452361879678945123139278564314687295967152438285493716796514382521839647843726951
073280641900500007108340025300470296000003070704126508601730859837695012459010063,573289641942561387168347925315478296286953174794126538621734859837695412459812763
103604090269105040045270310010000957000001600080590000730000000600013005028400000,173684592269135748845279316416328957952741683387596421731952864694813275528467139
019080000300750090740010000807095001090820070254107000078036512000001087065200903,519384726386752194742619358837495261691823475254167839478936512923541687165278943
020680004009000000400752000000076942210508670970203100740001300835907000600005287,127689534589314726463752819358176942214598673976243158742861395835927461691435287
050281900900003780001900250400500370003000512000700009069008030504000108082005600,357281964926453781841967253498512376673894512215736849769128435534679128182345697
083006910090002006461900002058007001040820500072531060639005104004160750500000680,283476915795312846461958372358647291146829537972531468639785124824163759517294683
090000200405000608038060400000752080009030024207800000072300145080007000003504002,796418253425973618138265497341752986859631724267849531972386145584127369613594872
961823750500097000073560921039086100180935206050240893406010000010452630000670002,961823754542197368873564921239786145184935276657241893426319587718452639395678412
000002630002030019003894000500060001006005700380107900608009000001673004009481060,495712638872536419163894527527968341916345782384127956648259173251673894739481265
020000080705483201003600070271060040000708023000010650002500716037020005600900802,426157389795483261813692574271365948569748123348219657982534716137826495654971832
004890005000300740126754930040538201507620083000071096800940007700200054453060000,374892165985316742126754938649538271517629483238471596862945317791283654453167829
000081002400590731103600098700140020000058070948207050019005280000816045054029006,597381462486592731123674598765143829231958674948267153619435287372816945854729316
309021800010034970000009000760052341120748050000310000085007100601085400090003200,379521864516834972842679513768952341123748659954316728285497136631285497497163285
300509100021080000009006020504072900610938450082645001278000603003097815105860000,346529178721384569859716324534172986617938452982645731278451693463297815195863247
420009600005001040001640050200104090900520407000000002067090008530000004800010500,423759681695281743781643259276134895918526437354978162167495328532867914849312576
570493618001872400304650002897306104205740803436105279040000021128037506659214380,572493618961872435384651792897326154215749863436185279743568921128937546659214387
029085001010420085358060027004206508005094273280301640000640030843900700670000104,429785361716423985358169427934276518165894273287351649591647832843912756672538194
603807120005400080829651470037105962912746038580930741090260354068514207054300816,643897125175423689829651473437185962912746538586932741791268354368514297254379816
760420500048500107305000000004096752030000041020014830610080074402000980000947000,761428593248539167395671428184396752937852641526714839619285374472163985853947216
000005300001840000580370209408900000003204905000130000802000100914020800000400000,247695381391842567586371249428957613163284975759136428872569134914723856635418792
713948562050376981860215473908524016320800705040100029084690207297401608036002094,713948562452376981869215473978524316321869745645137829184693257297451638536782194
003000821008300070471000500030090600017050980950800100000500710040109000162004300,593647821628315479471928536834291657217456983956873142389562714745139268162784395
530020000002500089074830001721940800680310492493208007800490700000680900000750260,538129674162574389974836521721945836685317492493268157856492713217683945349751268
010370496900500000073064152106009040008000219500102008000000820050040031000095700,215378496964521387873964152126789543738456219549132678497613825652847931381295764
210006400507009102604002300075000243360427805000583010406300000009000000083600007,218736459537849162694152378875961243361427895942583716426375981759218634183694527
659208041000600050308015600042809700003720584780534006194302067800946002006100095,659278341417693258328415679542869713963721584781534926194352867875946132236187495
293401075078569312605032948059204867782350490106970250001005734067043109934107000,293481675478569312615732948359214867782356491146978253821695734567843129934127586
290084300005901040000350000603008509074600010010000020107030900040005000050490001,291784365735961248468352197623148579574629813819573426187236954946815732352497681
600000000000632907007819502010084090500000324000000080006120400003000070080900200,629475813851632947437819562712384695568791324394256781976123458243568179185947236
205060479897400060346050812974200501002018094000004006000190603060042058003085947,215863479897421365346759812974236581632518794581974236458197623769342158123685947
706300058800070000009040017008500364153600092002700185031050846007460900690030070,716329458845176239329845617978512364153684792462793185231957846587461923694238571
010003059326951040090486320472300195903010280580700436040035910250140863030690074,814273659326951748795486321472368195963514287581729436647835912259147863138692574
651800247030020500700100008407902000009380012003600809000093020000208056000060700,651839247938724561742156398487912635569387412123645879876593124314278956295461783
769002045104500087083417269876300400001070536352104098200000014915000872640000900,769832145124596387583417269876359421491278536352164798237985614915643872648721953
080030090004985600100246000540609871827054060060003245000000026009562030002000150,286731594374985612195246783543629871827154369961873245458317926719562438632498157
106200980000000014005140020007008092002639700900701036020000809009862001000594273,146273985273985614895146327367458192412639758958721436524317869739862541681594273
126509348834106500097000126360000080700000600208600973000701062001065700672490005,126579348834126597597348126365917284749832651218654973953781462481265739672493815
